Regulator	Target	Relation	Relation counts
Lysine	CellObject	ChemicalReaction	0
Lysine	Disease	ChemicalReaction	0
Lysine	Organ	ChemicalReaction	0
Lysine	Virus	ChemicalReaction	0
Lysine	ClinicalParameter	ChemicalReaction	0
Lysine	CellProcess	ChemicalReaction	0
Lysine	Organism	ChemicalReaction	0
Lysine	Tissue	ChemicalReaction	0
Lysine	Treatment	ChemicalReaction	0
Lysine	CellType	ChemicalReaction	0
Lysine	GeneticVariant	ChemicalReaction	0
Lysine	MedicalProcedure	ChemicalReaction	0
Lysine	PhosphoSite	ChemicalReaction	0
Lysine	Hyperlink	ChemicalReaction	0
Lysine	Mutation	ChemicalReaction	0
Lysine	RNA	ChemicalReaction	0
Lysine	Site	ChemicalReaction	0
Lysine	Lysine	ChemicalReaction	0
Lysine	MethSite	ChemicalReaction	0
MethSite	Protein	ChemicalReaction	0
MethSite	SmallMol	ChemicalReaction	0
MethSite	Complex	ChemicalReaction	0
MethSite	FunctionalClass	ChemicalReaction	0
MethSite	CellObject	ChemicalReaction	0
MethSite	Disease	ChemicalReaction	0
MethSite	Organ	ChemicalReaction	0
MethSite	Virus	ChemicalReaction	0
MethSite	ClinicalParameter	ChemicalReaction	0
MethSite	CellProcess	ChemicalReaction	0
MethSite	Organism	ChemicalReaction	0
MethSite	Tissue	ChemicalReaction	0
MethSite	Treatment	ChemicalReaction	0
MethSite	CellType	ChemicalReaction	0
MethSite	GeneticVariant	ChemicalReaction	0
MethSite	MedicalProcedure	ChemicalReaction	0
MethSite	PhosphoSite	ChemicalReaction	0
MethSite	Hyperlink	ChemicalReaction	0
MethSite	Mutation	ChemicalReaction	0
MethSite	RNA	ChemicalReaction	0
MethSite	Site	ChemicalReaction	0
MethSite	Lysine	ChemicalReaction	0
MethSite	MethSite	ChemicalReaction	0
Protein	Protein	PromoterBinding	35708
Protein	SmallMol	PromoterBinding	0
Protein	Complex	PromoterBinding	321
Protein	FunctionalClass	PromoterBinding	2171
Protein	CellObject	PromoterBinding	0
Protein	Disease	PromoterBinding	0
Protein	Organ	PromoterBinding	0
Protein	Virus	PromoterBinding	0
Protein	ClinicalParameter	PromoterBinding	0
Protein	CellProcess	PromoterBinding	0
Protein	Organism	PromoterBinding	0
Protein	Tissue	PromoterBinding	0
Protein	Treatment	PromoterBinding	0
Protein	CellType	PromoterBinding	0
Protein	GeneticVariant	PromoterBinding	0
Protein	MedicalProcedure	PromoterBinding	0
Protein	PhosphoSite	PromoterBinding	0
Protein	Hyperlink	PromoterBinding	0
Protein	Mutation	PromoterBinding	0
Protein	RNA	PromoterBinding	0
Protein	Site	PromoterBinding	0
Protein	Lysine	PromoterBinding	0
Protein	MethSite	PromoterBinding	0
SmallMol	Protein	PromoterBinding	1
SmallMol	SmallMol	PromoterBinding	0
SmallMol	Complex	PromoterBinding	0
SmallMol	FunctionalClass	PromoterBinding	0
SmallMol	CellObject	PromoterBinding	0
SmallMol	Disease	PromoterBinding	0
SmallMol	Organ	PromoterBinding	0
SmallMol	Virus	PromoterBinding	0
SmallMol	ClinicalParameter	PromoterBinding	0
SmallMol	CellProcess	PromoterBinding	0
SmallMol	Organism	PromoterBinding	0
SmallMol	Tissue	PromoterBinding	0
SmallMol	Treatment	PromoterBinding	0
SmallMol	CellType	PromoterBinding	0
SmallMol	GeneticVariant	PromoterBinding	0
SmallMol	MedicalProcedure	PromoterBinding	0
SmallMol	PhosphoSite	PromoterBinding	0
SmallMol	Hyperlink	PromoterBinding	0
SmallMol	Mutation	PromoterBinding	0
SmallMol	RNA	PromoterBinding	0
SmallMol	Site	PromoterBinding	0
SmallMol	Lysine	PromoterBinding	0
SmallMol	MethSite	PromoterBinding	0
Complex	Protein	PromoterBinding	1056
Complex	SmallMol	PromoterBinding	0
Complex	Complex	PromoterBinding	13
Complex	FunctionalClass	PromoterBinding	57
Complex	CellObject	PromoterBinding	0
Complex	Disease	PromoterBinding	0
Complex	Organ	PromoterBinding	0
Complex	Virus	PromoterBinding	0
Complex	ClinicalParameter	PromoterBinding	0
Complex	CellProcess	PromoterBinding	0
Complex	Organism	PromoterBinding	0
Complex	Tissue	PromoterBinding	0
Complex	Treatment	PromoterBinding	0
Complex	CellType	PromoterBinding	0
Complex	GeneticVariant	PromoterBinding	0
Complex	MedicalProcedure	PromoterBinding	0
Complex	PhosphoSite	PromoterBinding	0
Complex	Hyperlink	PromoterBinding	0
Complex	Mutation	PromoterBinding	0
Complex	RNA	PromoterBinding	0
Complex	Site	PromoterBinding	0
Complex	Lysine	PromoterBinding	0
Complex	MethSite	PromoterBinding	0
FunctionalClass	Protein	PromoterBinding	6941
FunctionalClass	SmallMol	PromoterBinding	0
FunctionalClass	Complex	PromoterBinding	67
FunctionalClass	FunctionalClass	PromoterBinding	602
FunctionalClass	CellObject	PromoterBinding	0
FunctionalClass	Disease	PromoterBinding	0
FunctionalClass	Organ	PromoterBinding	0
FunctionalClass	Virus	PromoterBinding	0
FunctionalClass	ClinicalParameter	PromoterBinding	0
FunctionalClass	CellProcess	PromoterBinding	0
FunctionalClass	Organism	PromoterBinding	0
FunctionalClass	Tissue	PromoterBinding	0
FunctionalClass	Treatment	PromoterBinding	0
FunctionalClass	CellType	PromoterBinding	0
FunctionalClass	GeneticVariant	PromoterBinding	0
FunctionalClass	MedicalProcedure	PromoterBinding	0
FunctionalClass	PhosphoSite	PromoterBinding	0
FunctionalClass	Hyperlink	PromoterBinding	0
FunctionalClass	Mutation	PromoterBinding	0
FunctionalClass	RNA	PromoterBinding	0
FunctionalClass	Site	PromoterBinding	0
FunctionalClass	Lysine	PromoterBinding	0
FunctionalClass	MethSite	PromoterBinding	0
CellObject	Protein	PromoterBinding	0
CellObject	SmallMol	PromoterBinding	0
CellObject	Complex	PromoterBinding	0
CellObject	FunctionalClass	PromoterBinding	0
CellObject	CellObject	PromoterBinding	0
CellObject	Disease	PromoterBinding	0
CellObject	Organ	PromoterBinding	0
CellObject	Virus	PromoterBinding	0
CellObject	ClinicalParameter	PromoterBinding	0
CellObject	CellProcess	PromoterBinding	0
CellObject	Organism	PromoterBinding	0
CellObject	Tissue	PromoterBinding	0
CellObject	Treatment	PromoterBinding	0
CellObject	CellType	PromoterBinding	0
CellObject	GeneticVariant	PromoterBinding	0
CellObject	MedicalProcedure	PromoterBinding	0
CellObject	PhosphoSite	PromoterBinding	0
CellObject	Hyperlink	PromoterBinding	0
CellObject	Mutation	PromoterBinding	0
CellObject	RNA	PromoterBinding	0
CellObject	Site	PromoterBinding	0
CellObject	Lysine	PromoterBinding	0
CellObject	MethSite	PromoterBinding	0
Disease	Protein	PromoterBinding	0
Disease	SmallMol	PromoterBinding	0
Disease	Complex	PromoterBinding	0
Disease	FunctionalClass	PromoterBinding	0
Disease	CellObject	PromoterBinding	0
Disease	Disease	PromoterBinding	0
Disease	Organ	PromoterBinding	0
Disease	Virus	PromoterBinding	0
Disease	ClinicalParameter	PromoterBinding	0
Disease	CellProcess	PromoterBinding	0
Disease	Organism	PromoterBinding	0
Disease	Tissue	PromoterBinding	0
Disease	Treatment	PromoterBinding	0
Disease	CellType	PromoterBinding	0
Disease	GeneticVariant	PromoterBinding	0
Disease	MedicalProcedure	PromoterBinding	0
Disease	PhosphoSite	PromoterBinding	0
Disease	Hyperlink	PromoterBinding	0
Disease	Mutation	PromoterBinding	0
Disease	RNA	PromoterBinding	0
Disease	Site	PromoterBinding	0
Disease	Lysine	PromoterBinding	0
Disease	MethSite	PromoterBinding	0
Organ	Protein	PromoterBinding	0
Organ	SmallMol	PromoterBinding	0
Organ	Complex	PromoterBinding	0
Organ	FunctionalClass	PromoterBinding	0
Organ	CellObject	PromoterBinding	0
Organ	Disease	PromoterBinding	0
Organ	Organ	PromoterBinding	0
Organ	Virus	PromoterBinding	0
Organ	ClinicalParameter	PromoterBinding	0
Organ	CellProcess	PromoterBinding	0
Organ	Organism	PromoterBinding	0
Organ	Tissue	PromoterBinding	0
Organ	Treatment	PromoterBinding	0
Organ	CellType	PromoterBinding	0
Organ	GeneticVariant	PromoterBinding	0
Organ	MedicalProcedure	PromoterBinding	0
Organ	PhosphoSite	PromoterBinding	0
Organ	Hyperlink	PromoterBinding	0
Organ	Mutation	PromoterBinding	0
Organ	RNA	PromoterBinding	0
Organ	Site	PromoterBinding	0
Organ	Lysine	PromoterBinding	0
Organ	MethSite	PromoterBinding	0
Virus	Protein	PromoterBinding	0
Virus	SmallMol	PromoterBinding	0
Virus	Complex	PromoterBinding	0
Virus	FunctionalClass	PromoterBinding	0
Virus	CellObject	PromoterBinding	0
Virus	Disease	PromoterBinding	0
Virus	Organ	PromoterBinding	0
Virus	Virus	PromoterBinding	0
Virus	ClinicalParameter	PromoterBinding	0
Virus	CellProcess	PromoterBinding	0
Virus	Organism	PromoterBinding	0
Virus	Tissue	PromoterBinding	0
Virus	Treatment	PromoterBinding	0
Virus	CellType	PromoterBinding	0
Virus	GeneticVariant	PromoterBinding	0
Virus	MedicalProcedure	PromoterBinding	0
Virus	PhosphoSite	PromoterBinding	0
Virus	Hyperlink	PromoterBinding	0
Virus	Mutation	PromoterBinding	0
Virus	RNA	PromoterBinding	0
Virus	Site	PromoterBinding	0
Virus	Lysine	PromoterBinding	0
Virus	MethSite	PromoterBinding	0
ClinicalParameter	Protein	PromoterBinding	0
ClinicalParameter	SmallMol	PromoterBinding	0
ClinicalParameter	Complex	PromoterBinding	0
ClinicalParameter	FunctionalClass	PromoterBinding	0
ClinicalParameter	CellObject	PromoterBinding	0
ClinicalParameter	Disease	PromoterBinding	0
ClinicalParameter	Organ	PromoterBinding	0
ClinicalParameter	Virus	PromoterBinding	0
ClinicalParameter	ClinicalParameter	PromoterBinding	0
ClinicalParameter	CellProcess	PromoterBinding	0
ClinicalParameter	Organism	PromoterBinding	0
ClinicalParameter	Tissue	PromoterBinding	0
ClinicalParameter	Treatment	PromoterBinding	0
ClinicalParameter	CellType	PromoterBinding	0
ClinicalParameter	GeneticVariant	PromoterBinding	0
ClinicalParameter	MedicalProcedure	PromoterBinding	0
ClinicalParameter	PhosphoSite	PromoterBinding	0
ClinicalParameter	Hyperlink	PromoterBinding	0
ClinicalParameter	Mutation	PromoterBinding	0
ClinicalParameter	RNA	PromoterBinding	0
ClinicalParameter	Site	PromoterBinding	0
ClinicalParameter	Lysine	PromoterBinding	0
ClinicalParameter	MethSite	PromoterBinding	0
CellProcess	Protein	PromoterBinding	0
CellProcess	SmallMol	PromoterBinding	0
CellProcess	Complex	PromoterBinding	0
CellProcess	FunctionalClass	PromoterBinding	0
CellProcess	CellObject	PromoterBinding	0
CellProcess	Disease	PromoterBinding	0
CellProcess	Organ	PromoterBinding	0
CellProcess	Virus	PromoterBinding	0
CellProcess	ClinicalParameter	PromoterBinding	0
CellProcess	CellProcess	PromoterBinding	0
CellProcess	Organism	PromoterBinding	0
CellProcess	Tissue	PromoterBinding	0
CellProcess	Treatment	PromoterBinding	0
CellProcess	CellType	PromoterBinding	0
CellProcess	GeneticVariant	PromoterBinding	0
CellProcess	MedicalProcedure	PromoterBinding	0
CellProcess	PhosphoSite	PromoterBinding	0
CellProcess	Hyperlink	PromoterBinding	0
CellProcess	Mutation	PromoterBinding	0
CellProcess	RNA	PromoterBinding	0
CellProcess	Site	PromoterBinding	0
CellProcess	Lysine	PromoterBinding	0
CellProcess	MethSite	PromoterBinding	0
Organism	Protein	PromoterBinding	0
Organism	SmallMol	PromoterBinding	0
Organism	Complex	PromoterBinding	0
Organism	FunctionalClass	PromoterBinding	0
Organism	CellObject	PromoterBinding	0
Organism	Disease	PromoterBinding	0
Organism	Organ	PromoterBinding	0
Organism	Virus	PromoterBinding	0
Organism	ClinicalParameter	PromoterBinding	0
Organism	CellProcess	PromoterBinding	0
Organism	Organism	PromoterBinding	0
Organism	Tissue	PromoterBinding	0
Organism	Treatment	PromoterBinding	0
Organism	CellType	PromoterBinding	0
Organism	GeneticVariant	PromoterBinding	0
Organism	MedicalProcedure	PromoterBinding	0
Organism	PhosphoSite	PromoterBinding	0
Organism	Hyperlink	PromoterBinding	0
Organism	Mutation	PromoterBinding	0
Organism	RNA	PromoterBinding	0
Organism	Site	PromoterBinding	0
Organism	Lysine	PromoterBinding	0
Organism	MethSite	PromoterBinding	0
Tissue	Protein	PromoterBinding	0
Tissue	SmallMol	PromoterBinding	0
Tissue	Complex	PromoterBinding	0
Tissue	FunctionalClass	PromoterBinding	0
Tissue	CellObject	PromoterBinding	0
Tissue	Disease	PromoterBinding	0
Tissue	Organ	PromoterBinding	0
Tissue	Virus	PromoterBinding	0
Tissue	ClinicalParameter	PromoterBinding	0
Tissue	CellProcess	PromoterBinding	0
Tissue	Organism	PromoterBinding	0
Tissue	Tissue	PromoterBinding	0
Tissue	Treatment	PromoterBinding	0
Tissue	CellType	PromoterBinding	0
Tissue	GeneticVariant	PromoterBinding	0
Tissue	MedicalProcedure	PromoterBinding	0
Tissue	PhosphoSite	PromoterBinding	0
Tissue	Hyperlink	PromoterBinding	0
Tissue	Mutation	PromoterBinding	0
Tissue	RNA	PromoterBinding	0
Tissue	Site	PromoterBinding	0
Tissue	Lysine	PromoterBinding	0
Tissue	MethSite	PromoterBinding	0
Treatment	Protein	PromoterBinding	0
Treatment	SmallMol	PromoterBinding	0
Treatment	Complex	PromoterBinding	0
Treatment	FunctionalClass	PromoterBinding	0
Treatment	CellObject	PromoterBinding	0
Treatment	Disease	PromoterBinding	0
Treatment	Organ	PromoterBinding	0
Treatment	Virus	PromoterBinding	0
Treatment	ClinicalParameter	PromoterBinding	0
Treatment	CellProcess	PromoterBinding	0
Treatment	Organism	PromoterBinding	0
Treatment	Tissue	PromoterBinding	0
Treatment	Treatment	PromoterBinding	0
Treatment	CellType	PromoterBinding	0
Treatment	GeneticVariant	PromoterBinding	0
Treatment	MedicalProcedure	PromoterBinding	0
Treatment	PhosphoSite	PromoterBinding	0
Treatment	Hyperlink	PromoterBinding	0
Treatment	Mutation	PromoterBinding	0
Treatment	RNA	PromoterBinding	0
Treatment	Site	PromoterBinding	0
Treatment	Lysine	PromoterBinding	0
Treatment	MethSite	PromoterBinding	0
CellType	Protein	PromoterBinding	0
CellType	SmallMol	PromoterBinding	0
CellType	Complex	PromoterBinding	0
CellType	FunctionalClass	PromoterBinding	0
CellType	CellObject	PromoterBinding	0
CellType	Disease	PromoterBinding	0
CellType	Organ	PromoterBinding	0
CellType	Virus	PromoterBinding	0
CellType	ClinicalParameter	PromoterBinding	0
CellType	CellProcess	PromoterBinding	0
CellType	Organism	PromoterBinding	0
CellType	Tissue	PromoterBinding	0
CellType	Treatment	PromoterBinding	0
CellType	CellType	PromoterBinding	0
CellType	GeneticVariant	PromoterBinding	0
CellType	MedicalProcedure	PromoterBinding	0
CellType	PhosphoSite	PromoterBinding	0
CellType	Hyperlink	PromoterBinding	0
CellType	Mutation	PromoterBinding	0
CellType	RNA	PromoterBinding	0
CellType	Site	PromoterBinding	0
CellType	Lysine	PromoterBinding	0
CellType	MethSite	PromoterBinding	0
GeneticVariant	Protein	PromoterBinding	0
GeneticVariant	SmallMol	PromoterBinding	0
GeneticVariant	Complex	PromoterBinding	0
GeneticVariant	FunctionalClass	PromoterBinding	0
GeneticVariant	CellObject	PromoterBinding	0
GeneticVariant	Disease	PromoterBinding	0
GeneticVariant	Organ	PromoterBinding	0
GeneticVariant	Virus	PromoterBinding	0
GeneticVariant	ClinicalParameter	PromoterBinding	0
GeneticVariant	CellProcess	PromoterBinding	0
GeneticVariant	Organism	PromoterBinding	0
GeneticVariant	Tissue	PromoterBinding	0
GeneticVariant	Treatment	PromoterBinding	0
GeneticVariant	CellType	PromoterBinding	0
GeneticVariant	GeneticVariant	PromoterBinding	0
GeneticVariant	MedicalProcedure	PromoterBinding	0
GeneticVariant	PhosphoSite	PromoterBinding	0
GeneticVariant	Hyperlink	PromoterBinding	0
GeneticVariant	Mutation	PromoterBinding	0
GeneticVariant	RNA	PromoterBinding	0
GeneticVariant	Site	PromoterBinding	0
GeneticVariant	Lysine	PromoterBinding	0
GeneticVariant	MethSite	PromoterBinding	0
MedicalProcedure	Protein	PromoterBinding	0
MedicalProcedure	SmallMol	PromoterBinding	0
MedicalProcedure	Complex	PromoterBinding	0
MedicalProcedure	FunctionalClass	PromoterBinding	0
MedicalProcedure	CellObject	PromoterBinding	0
MedicalProcedure	Disease	PromoterBinding	0
MedicalProcedure	Organ	PromoterBinding	0
MedicalProcedure	Virus	PromoterBinding	0
MedicalProcedure	ClinicalParameter	PromoterBinding	0
MedicalProcedure	CellProcess	PromoterBinding	0
MedicalProcedure	Organism	PromoterBinding	0
MedicalProcedure	Tissue	PromoterBinding	0
MedicalProcedure	Treatment	PromoterBinding	0
MedicalProcedure	CellType	PromoterBinding	0
MedicalProcedure	GeneticVariant	PromoterBinding	0
MedicalProcedure	MedicalProcedure	PromoterBinding	0
MedicalProcedure	PhosphoSite	PromoterBinding	0
MedicalProcedure	Hyperlink	PromoterBinding	0
MedicalProcedure	Mutation	PromoterBinding	0
MedicalProcedure	RNA	PromoterBinding	0
MedicalProcedure	Site	PromoterBinding	0
MedicalProcedure	Lysine	PromoterBinding	0
MedicalProcedure	MethSite	PromoterBinding	0
PhosphoSite	Protein	PromoterBinding	0
PhosphoSite	SmallMol	PromoterBinding	0
PhosphoSite	Complex	PromoterBinding	0
PhosphoSite	FunctionalClass	PromoterBinding	0
PhosphoSite	CellObject	PromoterBinding	0
PhosphoSite	Disease	PromoterBinding	0
PhosphoSite	Organ	PromoterBinding	0
PhosphoSite	Virus	PromoterBinding	0
PhosphoSite	ClinicalParameter	PromoterBinding	0
PhosphoSite	CellProcess	PromoterBinding	0
PhosphoSite	Organism	PromoterBinding	0
PhosphoSite	Tissue	PromoterBinding	0
PhosphoSite	Treatment	PromoterBinding	0
PhosphoSite	CellType	PromoterBinding	0
PhosphoSite	GeneticVariant	PromoterBinding	0
PhosphoSite	MedicalProcedure	PromoterBinding	0
PhosphoSite	PhosphoSite	PromoterBinding	0
PhosphoSite	Hyperlink	PromoterBinding	0
PhosphoSite	Mutation	PromoterBinding	0
PhosphoSite	RNA	PromoterBinding	0
PhosphoSite	Site	PromoterBinding	0
PhosphoSite	Lysine	PromoterBinding	0
PhosphoSite	MethSite	PromoterBinding	0
Hyperlink	Protein	PromoterBinding	0
Hyperlink	SmallMol	PromoterBinding	0
Hyperlink	Complex	PromoterBinding	0
Hyperlink	FunctionalClass	PromoterBinding	0
Hyperlink	CellObject	PromoterBinding	0
Hyperlink	Disease	PromoterBinding	0
Hyperlink	Organ	PromoterBinding	0
Hyperlink	Virus	PromoterBinding	0
Hyperlink	ClinicalParameter	PromoterBinding	0
Hyperlink	CellProcess	PromoterBinding	0
Hyperlink	Organism	PromoterBinding	0
Hyperlink	Tissue	PromoterBinding	0
Hyperlink	Treatment	PromoterBinding	0
Hyperlink	CellType	PromoterBinding	0
Hyperlink	GeneticVariant	PromoterBinding	0
Hyperlink	MedicalProcedure	PromoterBinding	0
Hyperlink	PhosphoSite	PromoterBinding	0
Hyperlink	Hyperlink	PromoterBinding	0
Hyperlink	Mutation	PromoterBinding	0
Hyperlink	RNA	PromoterBinding	0
Hyperlink	Site	PromoterBinding	0
Hyperlink	Lysine	PromoterBinding	0
Hyperlink	MethSite	PromoterBinding	0
Mutation	Protein	PromoterBinding	0
Mutation	SmallMol	PromoterBinding	0
Mutation	Complex	PromoterBinding	0
Mutation	FunctionalClass	PromoterBinding	0
Mutation	CellObject	PromoterBinding	0
Mutation	Disease	PromoterBinding	0
Mutation	Organ	PromoterBinding	0
Mutation	Virus	PromoterBinding	0
Mutation	ClinicalParameter	PromoterBinding	0
Mutation	CellProcess	PromoterBinding	0
Mutation	Organism	PromoterBinding	0
Mutation	Tissue	PromoterBinding	0
Mutation	Treatment	PromoterBinding	0
Mutation	CellType	PromoterBinding	0
Mutation	GeneticVariant	PromoterBinding	0
Mutation	MedicalProcedure	PromoterBinding	0
Mutation	PhosphoSite	PromoterBinding	0
Mutation	Hyperlink	PromoterBinding	0
Mutation	Mutation	PromoterBinding	0
Mutation	RNA	PromoterBinding	0
Mutation	Site	PromoterBinding	0
Mutation	Lysine	PromoterBinding	0
Mutation	MethSite	PromoterBinding	0
RNA	Protein	PromoterBinding	0
RNA	SmallMol	PromoterBinding	0
RNA	Complex	PromoterBinding	0
RNA	FunctionalClass	PromoterBinding	0
RNA	CellObject	PromoterBinding	0
RNA	Disease	PromoterBinding	0
RNA	Organ	PromoterBinding	0
RNA	Virus	PromoterBinding	0
RNA	ClinicalParameter	PromoterBinding	0
RNA	CellProcess	PromoterBinding	0
RNA	Organism	PromoterBinding	0
RNA	Tissue	PromoterBinding	0
RNA	Treatment	PromoterBinding	0
RNA	CellType	PromoterBinding	0
RNA	GeneticVariant	PromoterBinding	0
RNA	MedicalProcedure	PromoterBinding	0
RNA	PhosphoSite	PromoterBinding	0
RNA	Hyperlink	PromoterBinding	0
RNA	Mutation	PromoterBinding	0
RNA	RNA	PromoterBinding	0
RNA	Site	PromoterBinding	0
RNA	Lysine	PromoterBinding	0
RNA	MethSite	PromoterBinding	0
Site	Protein	PromoterBinding	2989
Site	SmallMol	PromoterBinding	0
Site	Complex	PromoterBinding	0
Site	FunctionalClass	PromoterBinding	0
Site	CellObject	PromoterBinding	0
Site	Disease	PromoterBinding	0
