Regulator	Target	Relation	Relation counts
PhosphoSite	CellObject	DirectRegulation	0
PhosphoSite	Disease	DirectRegulation	0
PhosphoSite	Organ	DirectRegulation	0
PhosphoSite	Virus	DirectRegulation	0
PhosphoSite	ClinicalParameter	DirectRegulation	0
PhosphoSite	CellProcess	DirectRegulation	0
PhosphoSite	Organism	DirectRegulation	0
PhosphoSite	Tissue	DirectRegulation	0
PhosphoSite	Treatment	DirectRegulation	0
PhosphoSite	CellType	DirectRegulation	0
PhosphoSite	GeneticVariant	DirectRegulation	0
PhosphoSite	MedicalProcedure	DirectRegulation	0
PhosphoSite	PhosphoSite	DirectRegulation	0
PhosphoSite	Hyperlink	DirectRegulation	0
PhosphoSite	Mutation	DirectRegulation	0
PhosphoSite	RNA	DirectRegulation	0
PhosphoSite	Site	DirectRegulation	0
PhosphoSite	Lysine	DirectRegulation	1
PhosphoSite	MethSite	DirectRegulation	0
Hyperlink	Protein	DirectRegulation	0
Hyperlink	SmallMol	DirectRegulation	0
Hyperlink	Complex	DirectRegulation	0
Hyperlink	FunctionalClass	DirectRegulation	0
Hyperlink	CellObject	DirectRegulation	0
Hyperlink	Disease	DirectRegulation	0
Hyperlink	Organ	DirectRegulation	0
Hyperlink	Virus	DirectRegulation	0
Hyperlink	ClinicalParameter	DirectRegulation	0
Hyperlink	CellProcess	DirectRegulation	0
Hyperlink	Organism	DirectRegulation	0
Hyperlink	Tissue	DirectRegulation	0
Hyperlink	Treatment	DirectRegulation	0
Hyperlink	CellType	DirectRegulation	0
Hyperlink	GeneticVariant	DirectRegulation	0
Hyperlink	MedicalProcedure	DirectRegulation	0
Hyperlink	PhosphoSite	DirectRegulation	0
Hyperlink	Hyperlink	DirectRegulation	0
Hyperlink	Mutation	DirectRegulation	0
Hyperlink	RNA	DirectRegulation	0
Hyperlink	Site	DirectRegulation	0
Hyperlink	Lysine	DirectRegulation	0
Hyperlink	MethSite	DirectRegulation	0
Mutation	Protein	DirectRegulation	0
Mutation	SmallMol	DirectRegulation	0
Mutation	Complex	DirectRegulation	0
Mutation	FunctionalClass	DirectRegulation	0
Mutation	CellObject	DirectRegulation	0
Mutation	Disease	DirectRegulation	0
Mutation	Organ	DirectRegulation	0
Mutation	Virus	DirectRegulation	0
Mutation	ClinicalParameter	DirectRegulation	0
Mutation	CellProcess	DirectRegulation	0
Mutation	Organism	DirectRegulation	0
Mutation	Tissue	DirectRegulation	0
Mutation	Treatment	DirectRegulation	0
Mutation	CellType	DirectRegulation	0
Mutation	GeneticVariant	DirectRegulation	0
Mutation	MedicalProcedure	DirectRegulation	0
Mutation	PhosphoSite	DirectRegulation	0
Mutation	Hyperlink	DirectRegulation	0
Mutation	Mutation	DirectRegulation	0
Mutation	RNA	DirectRegulation	0
Mutation	Site	DirectRegulation	0
Mutation	Lysine	DirectRegulation	0
Mutation	MethSite	DirectRegulation	0
RNA	Protein	DirectRegulation	0
RNA	SmallMol	DirectRegulation	0
RNA	Complex	DirectRegulation	0
RNA	FunctionalClass	DirectRegulation	0
RNA	CellObject	DirectRegulation	0
RNA	Disease	DirectRegulation	0
RNA	Organ	DirectRegulation	0
RNA	Virus	DirectRegulation	0
RNA	ClinicalParameter	DirectRegulation	0
RNA	CellProcess	DirectRegulation	0
RNA	Organism	DirectRegulation	0
RNA	Tissue	DirectRegulation	0
RNA	Treatment	DirectRegulation	0
RNA	CellType	DirectRegulation	0
RNA	GeneticVariant	DirectRegulation	0
RNA	MedicalProcedure	DirectRegulation	0
RNA	PhosphoSite	DirectRegulation	0
RNA	Hyperlink	DirectRegulation	0
RNA	Mutation	DirectRegulation	0
RNA	RNA	DirectRegulation	0
RNA	Site	DirectRegulation	0
RNA	Lysine	DirectRegulation	0
RNA	MethSite	DirectRegulation	0
Site	Protein	DirectRegulation	43
Site	SmallMol	DirectRegulation	0
Site	Complex	DirectRegulation	15
Site	FunctionalClass	DirectRegulation	5
Site	CellObject	DirectRegulation	0
Site	Disease	DirectRegulation	0
Site	Organ	DirectRegulation	0
Site	Virus	DirectRegulation	0
Site	ClinicalParameter	DirectRegulation	0
Site	CellProcess	DirectRegulation	0
Site	Organism	DirectRegulation	0
Site	Tissue	DirectRegulation	0
Site	Treatment	DirectRegulation	0
Site	CellType	DirectRegulation	0
Site	GeneticVariant	DirectRegulation	0
Site	MedicalProcedure	DirectRegulation	0
Site	PhosphoSite	DirectRegulation	0
Site	Hyperlink	DirectRegulation	0
Site	Mutation	DirectRegulation	0
Site	RNA	DirectRegulation	0
Site	Site	DirectRegulation	1
Site	Lysine	DirectRegulation	0
Site	MethSite	DirectRegulation	0
Lysine	Protein	DirectRegulation	1
Lysine	SmallMol	DirectRegulation	0
Lysine	Complex	DirectRegulation	0
Lysine	FunctionalClass	DirectRegulation	0
Lysine	CellObject	DirectRegulation	0
Lysine	Disease	DirectRegulation	0
Lysine	Organ	DirectRegulation	0
Lysine	Virus	DirectRegulation	0
Lysine	ClinicalParameter	DirectRegulation	0
Lysine	CellProcess	DirectRegulation	0
Lysine	Organism	DirectRegulation	0
Lysine	Tissue	DirectRegulation	0
Lysine	Treatment	DirectRegulation	0
Lysine	CellType	DirectRegulation	0
Lysine	GeneticVariant	DirectRegulation	0
Lysine	MedicalProcedure	DirectRegulation	0
Lysine	PhosphoSite	DirectRegulation	1
Lysine	Hyperlink	DirectRegulation	0
Lysine	Mutation	DirectRegulation	0
Lysine	RNA	DirectRegulation	0
Lysine	Site	DirectRegulation	0
Lysine	Lysine	DirectRegulation	1
Lysine	MethSite	DirectRegulation	0
MethSite	Protein	DirectRegulation	0
MethSite	SmallMol	DirectRegulation	0
MethSite	Complex	DirectRegulation	0
MethSite	FunctionalClass	DirectRegulation	0
MethSite	CellObject	DirectRegulation	0
MethSite	Disease	DirectRegulation	0
MethSite	Organ	DirectRegulation	0
MethSite	Virus	DirectRegulation	0
MethSite	ClinicalParameter	DirectRegulation	0
MethSite	CellProcess	DirectRegulation	0
MethSite	Organism	DirectRegulation	0
MethSite	Tissue	DirectRegulation	0
MethSite	Treatment	DirectRegulation	0
MethSite	CellType	DirectRegulation	0
MethSite	GeneticVariant	DirectRegulation	0
MethSite	MedicalProcedure	DirectRegulation	0
MethSite	PhosphoSite	DirectRegulation	0
MethSite	Hyperlink	DirectRegulation	0
MethSite	Mutation	DirectRegulation	0
MethSite	RNA	DirectRegulation	0
MethSite	Site	DirectRegulation	0
MethSite	Lysine	DirectRegulation	0
MethSite	MethSite	DirectRegulation	0
Protein	Protein	ChemicalReaction	44
Protein	SmallMol	ChemicalReaction	32200
Protein	Complex	ChemicalReaction	29
Protein	FunctionalClass	ChemicalReaction	19
Protein	CellObject	ChemicalReaction	0
Protein	Disease	ChemicalReaction	0
Protein	Organ	ChemicalReaction	0
Protein	Virus	ChemicalReaction	0
Protein	ClinicalParameter	ChemicalReaction	0
Protein	CellProcess	ChemicalReaction	0
Protein	Organism	ChemicalReaction	0
Protein	Tissue	ChemicalReaction	0
Protein	Treatment	ChemicalReaction	0
Protein	CellType	ChemicalReaction	0
Protein	GeneticVariant	ChemicalReaction	0
Protein	MedicalProcedure	ChemicalReaction	0
Protein	PhosphoSite	ChemicalReaction	0
Protein	Hyperlink	ChemicalReaction	0
Protein	Mutation	ChemicalReaction	0
Protein	RNA	ChemicalReaction	0
Protein	Site	ChemicalReaction	0
Protein	Lysine	ChemicalReaction	0
Protein	MethSite	ChemicalReaction	0
SmallMol	Protein	ChemicalReaction	20
SmallMol	SmallMol	ChemicalReaction	5688
SmallMol	Complex	ChemicalReaction	13
SmallMol	FunctionalClass	ChemicalReaction	214
SmallMol	CellObject	ChemicalReaction	1
SmallMol	Disease	ChemicalReaction	0
SmallMol	Organ	ChemicalReaction	0
SmallMol	Virus	ChemicalReaction	0
SmallMol	ClinicalParameter	ChemicalReaction	0
SmallMol	CellProcess	ChemicalReaction	0
SmallMol	Organism	ChemicalReaction	0
SmallMol	Tissue	ChemicalReaction	0
SmallMol	Treatment	ChemicalReaction	0
SmallMol	CellType	ChemicalReaction	0
SmallMol	GeneticVariant	ChemicalReaction	0
SmallMol	MedicalProcedure	ChemicalReaction	0
SmallMol	PhosphoSite	ChemicalReaction	0
SmallMol	Hyperlink	ChemicalReaction	0
SmallMol	Mutation	ChemicalReaction	0
SmallMol	RNA	ChemicalReaction	0
SmallMol	Site	ChemicalReaction	0
SmallMol	Lysine	ChemicalReaction	0
SmallMol	MethSite	ChemicalReaction	0
Complex	Protein	ChemicalReaction	11
Complex	SmallMol	ChemicalReaction	1027
Complex	Complex	ChemicalReaction	35
Complex	FunctionalClass	ChemicalReaction	9
Complex	CellObject	ChemicalReaction	0
Complex	Disease	ChemicalReaction	0
Complex	Organ	ChemicalReaction	0
Complex	Virus	ChemicalReaction	0
Complex	ClinicalParameter	ChemicalReaction	0
Complex	CellProcess	ChemicalReaction	0
Complex	Organism	ChemicalReaction	0
Complex	Tissue	ChemicalReaction	0
Complex	Treatment	ChemicalReaction	0
Complex	CellType	ChemicalReaction	0
Complex	GeneticVariant	ChemicalReaction	0
Complex	MedicalProcedure	ChemicalReaction	0
Complex	PhosphoSite	ChemicalReaction	0
Complex	Hyperlink	ChemicalReaction	0
Complex	Mutation	ChemicalReaction	0
Complex	RNA	ChemicalReaction	0
Complex	Site	ChemicalReaction	0
Complex	Lysine	ChemicalReaction	0
Complex	MethSite	ChemicalReaction	0
FunctionalClass	Protein	ChemicalReaction	12
FunctionalClass	SmallMol	ChemicalReaction	28440
FunctionalClass	Complex	ChemicalReaction	0
FunctionalClass	FunctionalClass	ChemicalReaction	253
FunctionalClass	CellObject	ChemicalReaction	0
FunctionalClass	Disease	ChemicalReaction	0
FunctionalClass	Organ	ChemicalReaction	0
FunctionalClass	Virus	ChemicalReaction	0
FunctionalClass	ClinicalParameter	ChemicalReaction	0
FunctionalClass	CellProcess	ChemicalReaction	0
FunctionalClass	Organism	ChemicalReaction	0
FunctionalClass	Tissue	ChemicalReaction	0
FunctionalClass	Treatment	ChemicalReaction	0
FunctionalClass	CellType	ChemicalReaction	0
FunctionalClass	GeneticVariant	ChemicalReaction	0
FunctionalClass	MedicalProcedure	ChemicalReaction	0
FunctionalClass	PhosphoSite	ChemicalReaction	0
FunctionalClass	Hyperlink	ChemicalReaction	0
FunctionalClass	Mutation	ChemicalReaction	0
FunctionalClass	RNA	ChemicalReaction	0
FunctionalClass	Site	ChemicalReaction	0
FunctionalClass	Lysine	ChemicalReaction	0
FunctionalClass	MethSite	ChemicalReaction	0
CellObject	Protein	ChemicalReaction	0
CellObject	SmallMol	ChemicalReaction	0
CellObject	Complex	ChemicalReaction	0
CellObject	FunctionalClass	ChemicalReaction	0
CellObject	CellObject	ChemicalReaction	0
CellObject	Disease	ChemicalReaction	0
CellObject	Organ	ChemicalReaction	0
CellObject	Virus	ChemicalReaction	0
CellObject	ClinicalParameter	ChemicalReaction	0
CellObject	CellProcess	ChemicalReaction	0
CellObject	Organism	ChemicalReaction	0
CellObject	Tissue	ChemicalReaction	0
CellObject	Treatment	ChemicalReaction	0
CellObject	CellType	ChemicalReaction	0
CellObject	GeneticVariant	ChemicalReaction	0
CellObject	MedicalProcedure	ChemicalReaction	0
CellObject	PhosphoSite	ChemicalReaction	0
CellObject	Hyperlink	ChemicalReaction	0
CellObject	Mutation	ChemicalReaction	0
CellObject	RNA	ChemicalReaction	0
CellObject	Site	ChemicalReaction	0
CellObject	Lysine	ChemicalReaction	0
CellObject	MethSite	ChemicalReaction	0
Disease	Protein	ChemicalReaction	0
Disease	SmallMol	ChemicalReaction	0
Disease	Complex	ChemicalReaction	0
Disease	FunctionalClass	ChemicalReaction	0
Disease	CellObject	ChemicalReaction	0
Disease	Disease	ChemicalReaction	0
Disease	Organ	ChemicalReaction	0
Disease	Virus	ChemicalReaction	0
Disease	ClinicalParameter	ChemicalReaction	0
Disease	CellProcess	ChemicalReaction	0
Disease	Organism	ChemicalReaction	0
Disease	Tissue	ChemicalReaction	0
Disease	Treatment	ChemicalReaction	0
Disease	CellType	ChemicalReaction	0
Disease	GeneticVariant	ChemicalReaction	0
Disease	MedicalProcedure	ChemicalReaction	0
Disease	PhosphoSite	ChemicalReaction	0
Disease	Hyperlink	ChemicalReaction	0
Disease	Mutation	ChemicalReaction	0
Disease	RNA	ChemicalReaction	0
Disease	Site	ChemicalReaction	0
Disease	Lysine	ChemicalReaction	0
Disease	MethSite	ChemicalReaction	0
Organ	Protein	ChemicalReaction	0
Organ	SmallMol	ChemicalReaction	0
Organ	Complex	ChemicalReaction	0
Organ	FunctionalClass	ChemicalReaction	0
Organ	CellObject	ChemicalReaction	0
Organ	Disease	ChemicalReaction	0
Organ	Organ	ChemicalReaction	0
Organ	Virus	ChemicalReaction	0
Organ	ClinicalParameter	ChemicalReaction	0
Organ	CellProcess	ChemicalReaction	0
Organ	Organism	ChemicalReaction	0
Organ	Tissue	ChemicalReaction	0
Organ	Treatment	ChemicalReaction	0
Organ	CellType	ChemicalReaction	0
Organ	GeneticVariant	ChemicalReaction	0
Organ	MedicalProcedure	ChemicalReaction	0
Organ	PhosphoSite	ChemicalReaction	0
Organ	Hyperlink	ChemicalReaction	0
Organ	Mutation	ChemicalReaction	0
Organ	RNA	ChemicalReaction	0
Organ	Site	ChemicalReaction	0
Organ	Lysine	ChemicalReaction	0
Organ	MethSite	ChemicalReaction	0
Virus	Protein	ChemicalReaction	0
Virus	SmallMol	ChemicalReaction	0
Virus	Complex	ChemicalReaction	0
Virus	FunctionalClass	ChemicalReaction	0
Virus	CellObject	ChemicalReaction	0
Virus	Disease	ChemicalReaction	0
Virus	Organ	ChemicalReaction	0
Virus	Virus	ChemicalReaction	0
Virus	ClinicalParameter	ChemicalReaction	0
Virus	CellProcess	ChemicalReaction	0
Virus	Organism	ChemicalReaction	0
Virus	Tissue	ChemicalReaction	0
Virus	Treatment	ChemicalReaction	0
Virus	CellType	ChemicalReaction	0
Virus	GeneticVariant	ChemicalReaction	0
Virus	MedicalProcedure	ChemicalReaction	0
Virus	PhosphoSite	ChemicalReaction	0
Virus	Hyperlink	ChemicalReaction	0
Virus	Mutation	ChemicalReaction	0
Virus	RNA	ChemicalReaction	0
Virus	Site	ChemicalReaction	0
Virus	Lysine	ChemicalReaction	0
Virus	MethSite	ChemicalReaction	0
ClinicalParameter	Protein	ChemicalReaction	0
ClinicalParameter	SmallMol	ChemicalReaction	0
ClinicalParameter	Complex	ChemicalReaction	0
ClinicalParameter	FunctionalClass	ChemicalReaction	0
ClinicalParameter	CellObject	ChemicalReaction	0
ClinicalParameter	Disease	ChemicalReaction	0
ClinicalParameter	Organ	ChemicalReaction	0
ClinicalParameter	Virus	ChemicalReaction	0
ClinicalParameter	ClinicalParameter	ChemicalReaction	0
ClinicalParameter	CellProcess	ChemicalReaction	0
ClinicalParameter	Organism	ChemicalReaction	0
ClinicalParameter	Tissue	ChemicalReaction	0
ClinicalParameter	Treatment	ChemicalReaction	0
ClinicalParameter	CellType	ChemicalReaction	0
ClinicalParameter	GeneticVariant	ChemicalReaction	0
ClinicalParameter	MedicalProcedure	ChemicalReaction	0
ClinicalParameter	PhosphoSite	ChemicalReaction	0
ClinicalParameter	Hyperlink	ChemicalReaction	0
ClinicalParameter	Mutation	ChemicalReaction	0
ClinicalParameter	RNA	ChemicalReaction	0
ClinicalParameter	Site	ChemicalReaction	0
ClinicalParameter	Lysine	ChemicalReaction	0
ClinicalParameter	MethSite	ChemicalReaction	0
CellProcess	Protein	ChemicalReaction	0
CellProcess	SmallMol	ChemicalReaction	2
CellProcess	Complex	ChemicalReaction	0
CellProcess	FunctionalClass	ChemicalReaction	0
CellProcess	CellObject	ChemicalReaction	0
CellProcess	Disease	ChemicalReaction	0
CellProcess	Organ	ChemicalReaction	0
CellProcess	Virus	ChemicalReaction	0
CellProcess	ClinicalParameter	ChemicalReaction	0
CellProcess	CellProcess	ChemicalReaction	0
CellProcess	Organism	ChemicalReaction	0
CellProcess	Tissue	ChemicalReaction	0
CellProcess	Treatment	ChemicalReaction	0
CellProcess	CellType	ChemicalReaction	0
CellProcess	GeneticVariant	ChemicalReaction	0
CellProcess	MedicalProcedure	ChemicalReaction	0
CellProcess	PhosphoSite	ChemicalReaction	0
CellProcess	Hyperlink	ChemicalReaction	0
CellProcess	Mutation	ChemicalReaction	0
CellProcess	RNA	ChemicalReaction	0
CellProcess	Site	ChemicalReaction	0
CellProcess	Lysine	ChemicalReaction	0
CellProcess	MethSite	ChemicalReaction	0
Organism	Protein	ChemicalReaction	0
Organism	SmallMol	ChemicalReaction	0
Organism	Complex	ChemicalReaction	0
Organism	FunctionalClass	ChemicalReaction	0
Organism	CellObject	ChemicalReaction	0
Organism	Disease	ChemicalReaction	0
Organism	Organ	ChemicalReaction	0
Organism	Virus	ChemicalReaction	0
Organism	ClinicalParameter	ChemicalReaction	0
Organism	CellProcess	ChemicalReaction	0
Organism	Organism	ChemicalReaction	0
Organism	Tissue	ChemicalReaction	0
Organism	Treatment	ChemicalReaction	0
Organism	CellType	ChemicalReaction	0
Organism	GeneticVariant	ChemicalReaction	0
Organism	MedicalProcedure	ChemicalReaction	0
Organism	PhosphoSite	ChemicalReaction	0
Organism	Hyperlink	ChemicalReaction	0
Organism	Mutation	ChemicalReaction	0
Organism	RNA	ChemicalReaction	0
Organism	Site	ChemicalReaction	0
Organism	Lysine	ChemicalReaction	0
Organism	MethSite	ChemicalReaction	0
Tissue	Protein	ChemicalReaction	0
Tissue	SmallMol	ChemicalReaction	0
Tissue	Complex	ChemicalReaction	0
Tissue	FunctionalClass	ChemicalReaction	0
Tissue	CellObject	ChemicalReaction	0
Tissue	Disease	ChemicalReaction	0
Tissue	Organ	ChemicalReaction	0
Tissue	Virus	ChemicalReaction	0
Tissue	ClinicalParameter	ChemicalReaction	0
Tissue	CellProcess	ChemicalReaction	0
Tissue	Organism	ChemicalReaction	0
Tissue	Tissue	ChemicalReaction	0
Tissue	Treatment	ChemicalReaction	0
Tissue	CellType	ChemicalReaction	0
Tissue	GeneticVariant	ChemicalReaction	0
Tissue	MedicalProcedure	ChemicalReaction	0
Tissue	PhosphoSite	ChemicalReaction	0
Tissue	Hyperlink	ChemicalReaction	0
Tissue	Mutation	ChemicalReaction	0
Tissue	RNA	ChemicalReaction	0
Tissue	Site	ChemicalReaction	0
Tissue	Lysine	ChemicalReaction	0
Tissue	MethSite	ChemicalReaction	0
Treatment	Protein	ChemicalReaction	0
Treatment	SmallMol	ChemicalReaction	4
Treatment	Complex	ChemicalReaction	0
Treatment	FunctionalClass	ChemicalReaction	0
Treatment	CellObject	ChemicalReaction	0
Treatment	Disease	ChemicalReaction	0
Treatment	Organ	ChemicalReaction	0
Treatment	Virus	ChemicalReaction	0
Treatment	ClinicalParameter	ChemicalReaction	0
Treatment	CellProcess	ChemicalReaction	0
Treatment	Organism	ChemicalReaction	0
Treatment	Tissue	ChemicalReaction	0
Treatment	Treatment	ChemicalReaction	0
Treatment	CellType	ChemicalReaction	0
Treatment	GeneticVariant	ChemicalReaction	0
Treatment	MedicalProcedure	ChemicalReaction	0
Treatment	PhosphoSite	ChemicalReaction	0
Treatment	Hyperlink	ChemicalReaction	0
Treatment	Mutation	ChemicalReaction	0
Treatment	RNA	ChemicalReaction	0
Treatment	Site	ChemicalReaction	0
Treatment	Lysine	ChemicalReaction	0
Treatment	MethSite	ChemicalReaction	0
CellType	Protein	ChemicalReaction	0
CellType	SmallMol	ChemicalReaction	0
CellType	Complex	ChemicalReaction	0
CellType	FunctionalClass	ChemicalReaction	0
CellType	CellObject	ChemicalReaction	0
CellType	Disease	ChemicalReaction	0
CellType	Organ	ChemicalReaction	0
CellType	Virus	ChemicalReaction	0
CellType	ClinicalParameter	ChemicalReaction	0
CellType	CellProcess	ChemicalReaction	0
CellType	Organism	ChemicalReaction	0
CellType	Tissue	ChemicalReaction	0
CellType	Treatment	ChemicalReaction	0
CellType	CellType	ChemicalReaction	0
CellType	GeneticVariant	ChemicalReaction	0
CellType	MedicalProcedure	ChemicalReaction	0
CellType	PhosphoSite	ChemicalReaction	0
CellType	Hyperlink	ChemicalReaction	0
CellType	Mutation	ChemicalReaction	0
CellType	RNA	ChemicalReaction	0
CellType	Site	ChemicalReaction	0
CellType	Lysine	ChemicalReaction	0
CellType	MethSite	ChemicalReaction	0
GeneticVariant	Protein	ChemicalReaction	0
GeneticVariant	SmallMol	ChemicalReaction	0
GeneticVariant	Complex	ChemicalReaction	0
GeneticVariant	FunctionalClass	ChemicalReaction	0
GeneticVariant	CellObject	ChemicalReaction	0
GeneticVariant	Disease	ChemicalReaction	0
GeneticVariant	Organ	ChemicalReaction	0
GeneticVariant	Virus	ChemicalReaction	0
GeneticVariant	ClinicalParameter	ChemicalReaction	0
GeneticVariant	CellProcess	ChemicalReaction	0
GeneticVariant	Organism	ChemicalReaction	0
GeneticVariant	Tissue	ChemicalReaction	0
GeneticVariant	Treatment	ChemicalReaction	0
GeneticVariant	CellType	ChemicalReaction	0
GeneticVariant	GeneticVariant	ChemicalReaction	0
GeneticVariant	MedicalProcedure	ChemicalReaction	0
GeneticVariant	PhosphoSite	ChemicalReaction	0
GeneticVariant	Hyperlink	ChemicalReaction	0
GeneticVariant	Mutation	ChemicalReaction	0
GeneticVariant	RNA	ChemicalReaction	0
GeneticVariant	Site	ChemicalReaction	0
GeneticVariant	Lysine	ChemicalReaction	0
GeneticVariant	MethSite	ChemicalReaction	0
MedicalProcedure	Protein	ChemicalReaction	0
MedicalProcedure	SmallMol	ChemicalReaction	0
MedicalProcedure	Complex	ChemicalReaction	0
MedicalProcedure	FunctionalClass	ChemicalReaction	0
MedicalProcedure	CellObject	ChemicalReaction	0
MedicalProcedure	Disease	ChemicalReaction	0
MedicalProcedure	Organ	ChemicalReaction	0
MedicalProcedure	Virus	ChemicalReaction	0
MedicalProcedure	ClinicalParameter	ChemicalReaction	0
MedicalProcedure	CellProcess	ChemicalReaction	0
MedicalProcedure	Organism	ChemicalReaction	0
MedicalProcedure	Tissue	ChemicalReaction	0
MedicalProcedure	Treatment	ChemicalReaction	0
MedicalProcedure	CellType	ChemicalReaction	0
MedicalProcedure	GeneticVariant	ChemicalReaction	0
MedicalProcedure	MedicalProcedure	ChemicalReaction	0
MedicalProcedure	PhosphoSite	ChemicalReaction	0
MedicalProcedure	Hyperlink	ChemicalReaction	0
MedicalProcedure	Mutation	ChemicalReaction	0
MedicalProcedure	RNA	ChemicalReaction	0
MedicalProcedure	Site	ChemicalReaction	0
MedicalProcedure	Lysine	ChemicalReaction	0
MedicalProcedure	MethSite	ChemicalReaction	0
PhosphoSite	Protein	ChemicalReaction	0
PhosphoSite	SmallMol	ChemicalReaction	0
PhosphoSite	Complex	ChemicalReaction	0
PhosphoSite	FunctionalClass	ChemicalReaction	0
PhosphoSite	CellObject	ChemicalReaction	0
PhosphoSite	Disease	ChemicalReaction	0
PhosphoSite	Organ	ChemicalReaction	0
PhosphoSite	Virus	ChemicalReaction	0
PhosphoSite	ClinicalParameter	ChemicalReaction	0
PhosphoSite	CellProcess	ChemicalReaction	0
PhosphoSite	Organism	ChemicalReaction	0
PhosphoSite	Tissue	ChemicalReaction	0
PhosphoSite	Treatment	ChemicalReaction	0
PhosphoSite	CellType	ChemicalReaction	0
PhosphoSite	GeneticVariant	ChemicalReaction	0
PhosphoSite	MedicalProcedure	ChemicalReaction	0
PhosphoSite	PhosphoSite	ChemicalReaction	0
PhosphoSite	Hyperlink	ChemicalReaction	0
PhosphoSite	Mutation	ChemicalReaction	0
PhosphoSite	RNA	ChemicalReaction	0
PhosphoSite	Site	ChemicalReaction	0
PhosphoSite	Lysine	ChemicalReaction	0
PhosphoSite	MethSite	ChemicalReaction	0
Hyperlink	Protein	ChemicalReaction	0
Hyperlink	SmallMol	ChemicalReaction	0
Hyperlink	Complex	ChemicalReaction	0
Hyperlink	FunctionalClass	ChemicalReaction	0
Hyperlink	CellObject	ChemicalReaction	0
Hyperlink	Disease	ChemicalReaction	0
Hyperlink	Organ	ChemicalReaction	0
Hyperlink	Virus	ChemicalReaction	0
Hyperlink	ClinicalParameter	ChemicalReaction	0
Hyperlink	CellProcess	ChemicalReaction	0
Hyperlink	Organism	ChemicalReaction	0
Hyperlink	Tissue	ChemicalReaction	0
Hyperlink	Treatment	ChemicalReaction	0
Hyperlink	CellType	ChemicalReaction	0
Hyperlink	GeneticVariant	ChemicalReaction	0
Hyperlink	MedicalProcedure	ChemicalReaction	0
Hyperlink	PhosphoSite	ChemicalReaction	0
Hyperlink	Hyperlink	ChemicalReaction	0
Hyperlink	Mutation	ChemicalReaction	0
Hyperlink	RNA	ChemicalReaction	0
Hyperlink	Site	ChemicalReaction	0
Hyperlink	Lysine	ChemicalReaction	0
Hyperlink	MethSite	ChemicalReaction	0
Mutation	Protein	ChemicalReaction	0
Mutation	SmallMol	ChemicalReaction	0
Mutation	Complex	ChemicalReaction	0
Mutation	FunctionalClass	ChemicalReaction	0
Mutation	CellObject	ChemicalReaction	0
Mutation	Disease	ChemicalReaction	0
Mutation	Organ	ChemicalReaction	0
Mutation	Virus	ChemicalReaction	0
Mutation	ClinicalParameter	ChemicalReaction	0
Mutation	CellProcess	ChemicalReaction	0
Mutation	Organism	ChemicalReaction	0
Mutation	Tissue	ChemicalReaction	0
Mutation	Treatment	ChemicalReaction	0
Mutation	CellType	ChemicalReaction	0
Mutation	GeneticVariant	ChemicalReaction	0
Mutation	MedicalProcedure	ChemicalReaction	0
Mutation	PhosphoSite	ChemicalReaction	0
Mutation	Hyperlink	ChemicalReaction	0
Mutation	Mutation	ChemicalReaction	0
Mutation	RNA	ChemicalReaction	0
Mutation	Site	ChemicalReaction	0
Mutation	Lysine	ChemicalReaction	0
Mutation	MethSite	ChemicalReaction	0
RNA	Protein	ChemicalReaction	0
RNA	SmallMol	ChemicalReaction	0
RNA	Complex	ChemicalReaction	0
RNA	FunctionalClass	ChemicalReaction	0
RNA	CellObject	ChemicalReaction	0
RNA	Disease	ChemicalReaction	0
RNA	Organ	ChemicalReaction	0
RNA	Virus	ChemicalReaction	0
RNA	ClinicalParameter	ChemicalReaction	0
RNA	CellProcess	ChemicalReaction	0
RNA	Organism	ChemicalReaction	0
RNA	Tissue	ChemicalReaction	0
RNA	Treatment	ChemicalReaction	0
RNA	CellType	ChemicalReaction	0
RNA	GeneticVariant	ChemicalReaction	0
RNA	MedicalProcedure	ChemicalReaction	0
RNA	PhosphoSite	ChemicalReaction	0
RNA	Hyperlink	ChemicalReaction	0
RNA	Mutation	ChemicalReaction	0
RNA	RNA	ChemicalReaction	0
RNA	Site	ChemicalReaction	0
RNA	Lysine	ChemicalReaction	0
RNA	MethSite	ChemicalReaction	0
Site	Protein	ChemicalReaction	0
Site	SmallMol	ChemicalReaction	0
Site	Complex	ChemicalReaction	0
Site	FunctionalClass	ChemicalReaction	0
Site	CellObject	ChemicalReaction	0
Site	Disease	ChemicalReaction	0
Site	Organ	ChemicalReaction	0
Site	Virus	ChemicalReaction	0
Site	ClinicalParameter	ChemicalReaction	0
Site	CellProcess	ChemicalReaction	0
Site	Organism	ChemicalReaction	0
Site	Tissue	ChemicalReaction	0
Site	Treatment	ChemicalReaction	0
Site	CellType	ChemicalReaction	0
Site	GeneticVariant	ChemicalReaction	0
Site	MedicalProcedure	ChemicalReaction	0
Site	PhosphoSite	ChemicalReaction	0
Site	Hyperlink	ChemicalReaction	0
Site	Mutation	ChemicalReaction	0
Site	RNA	ChemicalReaction	0
Site	Site	ChemicalReaction	0
Site	Lysine	ChemicalReaction	0
Site	MethSite	ChemicalReaction	0
Lysine	Protein	ChemicalReaction	0
Lysine	SmallMol	ChemicalReaction	0
Lysine	Complex	ChemicalReaction	0
Lysine	FunctionalClass	ChemicalReaction	0
